Location,Temperature (C),Humidity (%),Wind Speed (km/h),Precipitation (mm),Pressure (hPa),Storm Intensity,Storm Duration (hours),Lightning Activity,Outage Duration (hours),Outage Severity
New York,20.77892706045981,95.40422875013536,138.6741537795438,71.26389701470426,1009.2239113260956,Category 2,42.68306236970156,65,17.081701838292116,Severe
Illinois,5.36398550121746,53.95967260421501,85.85317680414367,399.8813504956041,1014.9107428936704,Thunderstorm,21.129110261361063,15,21.28714954938296,Severe
Illinois,9.18787291329097,55.25053396947745,10.44544739625909,183.3369857270999,1046.533306423149,Category 3,16.440970766826453,99,18.753518860789036,Severe
Texas,40.77427914647986,65.9080130143764,82.93040902886568,380.9688875801972,1020.1196469569418,Hailstorm,4.911378120541743,1,15.78113446223799,Severe
Florida,1.3653751690437907,10.318296133290215,86.3608398739021,96.03130754110623,1014.089896227289,Category 3,16.168120554875188,15,12.7796220724683,Severe
California,38.076001491420676,93.80180580119642,32.15098190144634,157.53673080691615,1011.3553041841404,Category 2,3.28726389333157,71,6.852660173122007,Moderate
Ohio,-8.324820556122676,42.53059762970875,70.65436261565651,47.585473851332935,989.871424935374,Tropical Storm,38.535369856389835,0,11.463761794940964,Moderate
Michigan,-5.001790389669339,45.72386761459138,68.9162267810477,71.7396348728041,1033.9191691142182,Category 3,38.73629509660015,81,7.737916864178073,Moderate
New York,37.0071272761345,25.669832277991148,93.43142235309054,441.59174517636643,988.0938602505711,None,20.02740755014935,25,0.0,Moderate
North Carolina,24.680581700005746,44.033645196321494,38.94211480108806,54.55632209278877,1020.0243634325561,Category 3,12.46277922607156,43,21.8681566106932,Severe
Michigan,31.097987592175265,82.35491776984469,87.26226269222906,47.8656036429716,979.3143644714667,Category 3,5.664963621709045,4,4.58400681598233,Moderate
North Carolina,1.5179718952019847,81.99925052999814,36.14280639554142,470.1886554183299,964.7756441766287,None,40.85938396904863,20,0.0,Moderate
Michigan,19.539590057455694,94.22171568059075,66.96679083058599,322.9517298303838,962.9763307297997,Hailstorm,42.11977336249946,34,17.167038025382027,Severe
New York,30.547057296421762,46.29065254127162,18.405854900596054,50.45799177720972,1013.4558856690799,Category 2,12.781901500311074,91,23.429869572893907,Severe
Ohio,24.50227753556444,73.78493533737259,5.595082179221728,485.85836953302567,982.795493047959,Thunderstorm,29.844506326452652,53,11.656051077804108,Moderate
Michigan,15.943432179016522,55.65137996868014,48.08809589876009,73.55000525164857,977.5049288592394,Category 1,12.415375909938655,89,17.610010542530812,Severe
New York,42.78810825407432,82.36205105672178,41.18576259746122,383.172862642714,1009.2059329356467,Category 2,10.806078102891782,95,12.911330162952657,Severe
Georgia,27.188653339939492,74.12878082196973,61.04038680470201,17.425680819793232,952.5669754465501,Tropical Storm,1.0179864303079338,49,2.5962114239241814,Moderate
Ohio,39.926294013268084,43.11126327576481,144.29739300005096,312.27089866990576,974.6225651984674,Category 2,27.703652044130997,43,2.075589243945657,Moderate
Virginia,30.13737813655247,40.30064508283232,78.33439421554927,273.3519360514479,984.0547285317087,Category 2,7.197194072906745,84,3.808563186235074,Moderate
North Carolina,30.450494072872573,32.719821672517085,82.97650592051347,104.00190521265057,1020.8373590607198,Hailstorm,0.5938167776127337,3,7.812394468605588,Moderate
Illinois,-5.598995163327636,61.8864211439774,141.24015581810613,321.57307136020813,1004.500124716375,Category 1,5.03285588816723,41,6.959601433673132,Moderate
Florida,9.770554201966895,96.74585664344735,138.17207063877495,308.5264965886943,1035.598861712645,Category 1,15.060921196215062,40,17.751513380235703,Severe
Illinois,37.21031736958121,28.00600638558094,132.61679308506268,399.1758577319884,983.4506362998507,Category 1,32.11983312536216,35,17.466222903208855,Severe
Ohio,2.793212418181577,18.57272094138927,14.699211304456956,437.93702930022266,979.6440992275416,Thunderstorm,9.725906559942008,23,23.342075336535554,Severe
Virginia,-3.64717736139436,20.746057786868228,95.14461157804956,255.052470326783,953.3197408565011,Category 2,42.604347001520246,96,8.13898898517511,Moderate
North Carolina,7.93583311513364,80.47888086251349,121.21484707402678,245.14759674208065,1045.1717300638354,Hailstorm,13.847443698381602,4,22.58439792695364,Severe
Virginia,2.1240836690937677,41.50943238561074,125.33620343656423,310.79788547234887,1000.1492146395068,Tropical Storm,15.898861892335198,56,15.095563880217908,Severe
Michigan,40.890850713623536,30.193014492314173,86.68607137528441,364.6037946149066,1000.2523914693815,Category 1,10.46290463769491,66,12.39210035277277,Severe
North Carolina,37.73816531011721,41.75597065361501,2.6243321229253658,178.08558622093727,1042.3436145345597,None,12.182656179448243,10,0.0,Moderate
Michigan,17.48257766555973,68.07977315465695,146.05693524626025,252.3209416831142,978.9918235928579,Category 1,3.558485498550807,44,17.1633753864685,Severe
New York,-6.626086903387259,59.21084123454553,70.82950541371821,292.55209291158667,983.2106130045746,None,14.148987778377096,95,0.0,Moderate
Ohio,29.300929035123595,76.92304658691033,59.039384291039724,494.18904191795554,1015.6347694395143,Category 2,41.2616380608299,21,18.28945658131092,Severe
New York,24.28764522349455,40.51667336335987,59.24230705158946,293.85609822795834,1028.5175954899394,Tropical Storm,33.044377986989446,10,17.67897358274046,Severe
Texas,43.380506890067274,50.682571611821686,63.62263200873998,112.09327537112834,1019.9310725432491,Hailstorm,42.012873785549594,37,23.943242530821916,Severe
Virginia,20.74242821487073,19.177153206663114,36.32710772591295,293.9949291201304,1028.8718282522277,Category 1,5.033232690209118,58,21.974798955466937,Severe
Michigan,8.501654787160017,16.57527814295033,49.10004386247447,409.7497914745091,1007.5108039290598,Category 2,21.869598280423638,85,16.747185328738702,Severe
Georgia,18.546193146820567,51.602971855969045,147.80364146621088,428.7018400055954,1036.2823482711603,Category 3,11.004233903045522,3,17.384365401223015,Severe
New York,43.85948102724839,37.143694670133115,55.22520003841413,400.12522729650584,1005.0106730069164,Hailstorm,34.61834834669511,66,22.75766957819546,Severe
Texas,28.299933789316682,65.15205149225177,79.00875247106835,444.10470764442096,972.934062725121,None,46.57141558684275,9,0.0,Moderate
California,26.95868758598781,13.870194890011472,127.24413989628277,167.38317093956374,1004.1701106498618,Thunderstorm,39.137254994413816,18,20.02019953594793,Severe
Illinois,3.237487434923697,20.958973983960888,79.11417166632953,253.785310476331,1021.2944685156955,Hailstorm,1.6933520040483057,81,18.6500515466647,Severe
North Carolina,30.898138465833973,87.86717299957557,48.66801324272514,389.79554800377196,1015.3575339414912,Category 2,15.19966534292324,27,3.561413937392495,Moderate
Texas,31.264950620947445,60.968045936719406,78.56264653777951,132.2249753795492,974.3016762970735,Category 1,1.3718251416251306,94,20.097410404054624,Severe
Ohio,7.450894107674792,74.08490803221045,17.11294656586462,185.79071892585054,954.1078228004119,Hailstorm,1.9280144126873058,16,6.823500604483181,Moderate
New York,16.604260781489227,85.77749068365661,19.501043284915475,415.577827278006,975.2480760390599,Tropical Storm,3.8167345998918663,23,13.967038808441895,Severe
Ohio,6.203183311725084,51.7450908655047,104.11612983460033,385.0428248102416,1048.404207125372,None,13.26369259058697,0,0.0,Moderate
Illinois,4.228778867835768,78.49543455707285,137.61909858896186,485.5997839580445,968.4466240390449,Category 3,14.601732846630295,4,8.948967914656542,Moderate
Georgia,-8.575716136278317,57.21270211661719,108.85172002327775,497.98702925732505,996.4371758490894,Tropical Storm,19.221768635274636,31,8.135750033742381,Moderate
Virginia,5.686645955933265,30.04738932463335,11.191986098603579,120.37227348568952,1013.834579935756,Tropical Storm,19.436692534382217,52,20.674822855122265,Severe
Virginia,20.468347243305118,40.389055192084555,60.43434165465085,450.22499308683666,1037.9473185049542,Tropical Storm,37.02763256847269,80,18.690130775452417,Severe
Ohio,-9.911934684803414,54.13153969500947,0.38303824020956,47.25775067503457,1026.0258637530208,Category 2,6.787355691787189,56,13.039321305400135,Severe
Michigan,5.577049609531709,38.51969969550437,76.68101149884492,354.90010448202776,1040.8953105560604,Category 2,7.571549558604369,84,16.28305135888251,Severe
Georgia,38.47756827777875,40.19749222149085,28.980672732277707,110.04969383777546,1010.4383693578485,Hailstorm,30.07627448026723,42,23.644142857912207,Severe
Virginia,22.65067218090485,40.36535481238897,130.2219973092985,150.15557846128135,1036.531880812781,None,27.44362330523984,85,0.0,Moderate
Georgia,23.432455324453926,21.055598097139377,15.65025793036236,473.1605888322709,976.384299713921,Thunderstorm,7.392225863141396,38,13.675313938220224,Severe
Texas,12.18503677644943,17.617834649102623,0.21500979705456058,131.57561836710596,993.0564842169865,None,40.908692488988116,33,0.0,Moderate
Georgia,27.205967892082604,14.18464357221739,67.67190646706406,336.58893458031514,1034.3772474349275,Category 3,15.794851876857956,77,22.52736462848991,Severe
Florida,0.44630214266975266,19.986063493090306,23.314995588860874,89.06425393162809,982.5563667777855,Hailstorm,17.614432730135338,79,9.08593560504976,Moderate
Illinois,35.03107457113054,40.93363829220562,110.69795734127425,46.69498878524381,1037.1222144238395,Tropical Storm,20.182083880060247,4,23.683859255008144,Severe
Virginia,-3.58209840352551,63.44846252047514,137.99020976720925,169.65851267193221,986.3115067888339,Hailstorm,15.489689795468916,17,8.008045112183254,Moderate
Georgia,26.08007450592101,26.933223448846807,6.290702145385074,312.09805039474065,986.3394703723343,None,26.75784250908607,3,0.0,Moderate
Ohio,8.763212920082566,89.92079614023741,59.33731678741451,123.97257187704058,980.9032914791145,Category 1,18.65509071159353,91,5.401591540567289,Moderate
California,31.11321338203622,82.75441881155045,149.52224641064245,150.084399335837,1004.6943083637568,Hailstorm,12.452866845373805,90,10.803090862877017,Moderate
Florida,20.2370503196311,56.847440152824724,109.90079550010027,354.36490930322753,962.906873889872,None,43.41479365011717,69,0.0,Moderate
Florida,14.879417116329392,75.17888477320238,142.97814655587106,51.39801149068452,953.6602651848019,Hailstorm,14.800835526727427,10,12.88698006055245,Severe
Michigan,-0.6817678848714159,42.96956722288826,24.612492782423335,223.45254590175372,1039.741297997099,None,33.52746842250345,46,0.0,Moderate
Georgia,25.025180535639407,13.31000134597809,33.20528392379303,470.86726494111207,1042.893825457379,Tropical Storm,16.66688497713102,84,13.926765111255841,Severe
Michigan,43.612341388122715,91.38995627792859,23.221686089523892,198.48583120711248,957.6170661891925,Hailstorm,20.890559370118652,80,20.292544355237368,Severe
Michigan,35.40818836988583,21.50141394320398,45.35535506639074,217.10051398871965,1004.9697554961492,Category 3,11.325289123263918,30,20.295413635685033,Severe
California,-6.699549407604351,95.31436117416862,108.65761024935779,369.10215180364446,1003.9682159755181,Tropical Storm,36.111821730588204,97,17.703241428191305,Severe
Texas,10.692615809865508,61.469432943949904,24.74199911372823,389.50576101642343,987.2430680417617,Category 2,35.38575606846015,12,22.906314539596877,Severe
Georgia,40.90706550546495,37.500675491928696,78.63510568249328,384.80319489026226,1006.8904820504611,Category 2,1.0675173987888087,22,14.574707351070275,Severe
New York,17.66740611563618,54.59721609806602,40.38148786715971,498.9335124567861,995.8119345728065,Hailstorm,2.889313934462008,64,1.176125666044047,Moderate
Virginia,26.416150419449856,55.14668280307848,124.3793668705373,35.725543743528654,998.9635014204555,Hailstorm,44.2740698277571,67,7.6913815546796265,Moderate
Michigan,40.19296400752648,12.095837149832372,0.9888608008408517,491.12664231649967,1025.5336823087234,Category 3,42.663688667416835,29,8.549122203272317,Moderate
Illinois,38.05870797309343,41.99138666957248,33.46724378080002,475.0948084986994,1002.5960267334117,None,24.292185253369453,30,0.0,Moderate
North Carolina,17.6001206547281,76.58792195886257,90.78611363582729,426.06945012977906,982.3658092805326,None,23.68115479480015,46,0.0,Moderate
Illinois,14.070546646168115,55.906227005563714,14.506575296076385,227.06278792602086,1008.1456112088956,Thunderstorm,38.99636037042204,15,20.276644161491166,Severe
California,8.68309401637729,31.980710530862577,69.94683239189844,435.4511858169622,1014.0753997076125,Tropical Storm,6.645607050474192,42,6.339978662091081,Moderate
California,29.546069373959014,40.15988740332496,65.43109447235545,110.4162061530476,1016.2311343999365,Category 3,31.377557824606036,2,12.945975426713591,Severe
Ohio,5.78427397093488,87.67489538043542,127.87845102326455,395.82791769391514,1011.8306650976972,Hailstorm,22.84718373538846,11,16.160418614866117,Severe
Texas,3.743818353699508,57.299470313520665,93.80957897502199,92.61915156052709,1016.46027647428,Hailstorm,35.6798894071499,75,23.712765434516392,Severe
Virginia,9.593744203207905,57.55169102961124,95.9553093238654,407.68100173558986,981.0092783667259,Hailstorm,1.4449339829755417,10,1.7199648452870837,Moderate
Michigan,-0.2531718716664386,96.53207131459091,142.7711402683749,307.26456663202845,994.6133913079298,Hailstorm,28.45082638674905,15,11.66917828571735,Moderate
Illinois,28.2315898770172,38.879325913297905,147.35405629850626,49.015639756762766,1016.8706169254348,Category 1,26.722954330346766,28,23.726499042177565,Severe
North Carolina,23.893235713183678,53.15870125956055,98.0092098229258,447.65977767861267,1025.4368541604645,Hailstorm,40.36071982028089,20,23.475733331646182,Severe
California,16.558319376371397,83.05422379487506,78.30021752280814,288.9785977276222,993.4146128658228,Hailstorm,32.488142282641334,57,8.606709904745472,Moderate
California,11.467917859385505,78.30210239983268,91.18800876973198,328.1241390685573,986.5332843516945,Category 1,42.2476972029906,42,1.0003849339324993,Moderate
Texas,39.998439859320236,33.92194797358053,57.36655575812406,141.75501782580503,1021.5882655172859,Thunderstorm,42.58911943884283,4,14.494895453903684,Severe
North Carolina,-8.39819182559921,23.598194284484727,148.11849254401162,435.81775196140325,972.2173179835339,None,19.591872043186456,51,0.0,Moderate
North Carolina,32.30092589290145,73.06341185686314,105.75318892452881,272.60036757678176,950.9492195535998,Category 2,6.59683842008703,12,8.45883615609145,Moderate
Texas,39.60502644618888,33.18905591264753,43.651019156874696,210.56014214575174,997.1166002450443,Hailstorm,30.253615479465026,80,22.48820919117671,Severe
California,14.549501868645926,93.0408245671817,8.664944845810263,267.14087261415875,967.337315482634,None,41.9398127236085,11,0.0,Moderate
Virginia,20.28797703088557,21.632292459030346,6.708289372795173,351.6565407338883,987.8282759036342,Hailstorm,3.5977605213485155,80,15.034630359369089,Severe
Georgia,41.94550283351209,38.64836801212989,30.736947078980876,347.52393784963505,979.1234150263316,Category 3,26.78031710806388,0,17.607059683177607,Severe
Georgia,1.6752633407032924,14.930852223242239,34.93695813796674,178.78855047890636,1027.7261888514122,Tropical Storm,5.519977279671549,7,8.944562583393319,Moderate
Texas,18.60741662815767,73.29747761770403,62.25682409308504,192.62914005313024,983.140849939983,Category 3,1.2958076042496938,15,9.100747476443441,Moderate
North Carolina,16.10966199205171,90.21363840238585,32.22690174543808,281.1190964192136,1014.0675791389323,Hailstorm,32.62249698916001,14,11.809881082726802,Moderate
Michigan,4.211595632870354,67.22870745979063,94.63656462926168,462.203560358494,1017.3912596599321,Thunderstorm,32.72878136986387,18,20.210138846405222,Severe
Texas,35.02262767052094,94.39777139603352,31.688209621587266,372.7151334829877,995.6454285552355,Category 3,28.831586159825378,24,3.319567653931254,Moderate
Virginia,39.478032711977974,21.565358065108867,28.181480841171897,195.2074926827783,958.1077935528912,Thunderstorm,41.242694587286266,30,15.524025864172206,Severe
Texas,33.006291888351484,17.8960534536429,70.68554892005548,168.51631327588058,1020.0365086075406,Thunderstorm,3.8820691100869613,1,16.57900237411298,Severe
Florida,0.7447428466734607,85.45714580506338,133.30028989857283,261.8183370686573,957.5167914675368,Hailstorm,5.052492561540449,58,13.831073479750144,Severe
Illinois,-5.228825047424014,86.9960057847857,70.24582310679513,434.9956844572974,959.9212959700702,Thunderstorm,41.49770102301346,88,22.52428290963932,Severe
North Carolina,23.299446691793825,84.79355743964153,62.07731168582505,4.339620797937593,969.5997368774889,Category 3,24.15728255454063,30,14.845786489494575,Severe
Ohio,-6.859788171956383,81.90684122803711,86.71423611895632,355.24303414478203,978.0375797788158,Category 1,13.106534824235387,67,15.595265274771862,Severe
Ohio,27.005423870694635,42.600552754479416,38.582051812744275,147.25612771888348,1034.645170032105,Tropical Storm,35.43153494329379,67,14.794480642041323,Severe
North Carolina,19.17333211799835,29.571587523224895,53.015483173565165,104.19874010808495,1017.4921777104497,Thunderstorm,42.931378685011296,11,17.60643182334784,Severe
Virginia,26.453215300901498,93.59236179980111,32.075288350069584,6.068998408379434,988.721278841676,None,33.100957737742185,16,0.0,Moderate
Florida,22.45939255073592,37.630016456350056,85.77149919115256,448.2953103127385,1047.8627451160753,Hailstorm,38.01276464056556,84,21.56835544105906,Severe
Florida,13.248641323994502,45.8566913947629,104.6081342353823,456.1242350032203,974.3602542283146,Category 2,13.55986752936924,28,1.9773234271382247,Moderate
California,1.0482449077125544,72.96030635064699,101.05479614858578,30.708720821910063,1010.9814387384255,Thunderstorm,13.861217251706037,85,15.737111081241592,Severe
Illinois,6.813617469576869,36.402047199458885,38.22267269471426,260.9076615256803,1034.7214108953083,None,41.47794625702235,35,0.0,Moderate
Georgia,18.847531582043704,83.72171994049012,116.94723086219506,76.28722933680493,1030.2022577956784,Category 3,29.513416735450335,79,5.786785930813029,Moderate
New York,25.852745150618325,16.303116126860314,38.39304978748954,379.343777324137,959.0307748565626,Thunderstorm,11.23981208033935,62,1.9363523947351409,Moderate
Virginia,32.87156592864907,81.2064400650041,22.546732690164443,332.69573588307344,1019.7274223674543,Category 2,25.159767142186183,14,4.193214132106509,Moderate
New York,32.194389514698344,64.16661903560237,52.47131230307915,148.56540647757217,975.7863755552692,None,32.92130263066797,29,0.0,Moderate
New York,43.49788087935969,61.56942797022336,89.66161337563244,58.48014052018269,985.5733478065466,Category 1,10.490355900037823,50,21.28843088285801,Severe
North Carolina,5.721279676487519,51.253933522479464,21.3002728206597,415.6103314036943,998.8991982311165,Category 3,31.435507593971323,10,20.681891296139774,Severe
Ohio,-6.088911048260977,34.93410366550802,97.21306681626844,337.1262396424255,1029.0750166065393,Category 3,2.0229527912528535,56,2.468678208119189,Moderate
Ohio,9.01113145480226,51.7663256888113,129.46019943802364,3.4099725012763926,966.6201442669047,Hailstorm,14.577197904199737,12,7.653164184705751,Moderate
Georgia,30.881196137324217,50.502566081681856,43.97107653871058,313.93589046805266,960.8555235039616,Category 3,32.35064696285351,86,21.454273594728235,Severe
North Carolina,14.096140806831237,62.53787699047629,67.53099241726792,405.1480138481729,965.3441245043645,Category 2,7.168755143515275,54,6.443157654226266,Moderate
New York,34.97836368241807,35.341685726997724,34.24656384377672,295.38402978824143,971.8223535591983,None,10.665553470839948,97,0.0,Moderate
Michigan,20.212950085230823,16.983602377853412,54.189259360559234,212.35683833835984,955.9501853811029,Category 3,42.19647793720269,62,6.90732450310805,Moderate
Ohio,41.13854474467767,23.05805019752244,3.2955856203761122,291.95918927115747,1042.6356469570078,Category 1,32.3674127727172,83,17.999604903432992,Severe
Virginia,42.13248930994878,72.92596883154155,143.06540943192405,309.85602837367367,981.9083407088748,Tropical Storm,23.948098092320343,1,10.592360992142051,Moderate
Virginia,-6.188252168968821,12.024309667198644,62.383531981829265,320.0173119710654,967.6975629866421,Tropical Storm,10.12288282211771,71,4.133624697024065,Moderate
California,15.102739184183338,87.0798740180887,118.33051647271203,483.5225269521818,1013.783420368207,Thunderstorm,16.38766351594839,81,6.8685561065624885,Moderate
Texas,23.532898368726244,72.49575947319221,21.396515603476445,89.32389377917916,1028.6996118766629,Tropical Storm,27.56786391779324,55,16.527715739293384,Severe
Michigan,4.072989744671704,79.12778871769446,121.85325661505982,311.54656365695286,1025.3234165601416,Category 2,7.455004507424086,6,8.752297246838351,Moderate
Ohio,12.389222865843912,85.23860041841273,129.02209664433013,93.99665981484223,1021.8707192787092,Tropical Storm,23.123715835113067,42,14.894949073811002,Severe
Florida,27.272484761473407,21.043939953716304,107.32156930315188,104.9783601245059,955.0529975437967,Category 2,19.630770918625075,30,5.727213983686071,Moderate
Ohio,2.470382479409878,84.02059818730596,135.48124874751082,334.6289418536834,1028.2159519220447,Category 2,22.880992388525677,60,11.317362360204418,Moderate
California,23.108974413594886,55.41781938931507,25.079569420220455,457.97704248599143,1000.1878641251858,Thunderstorm,5.066919421454372,21,12.781652946537188,Severe
Virginia,28.359630549036837,89.69714548778774,71.472274318293,79.52212354962079,1014.9086020031517,Tropical Storm,5.111860178161372,61,10.494044956229459,Moderate
New York,-5.022702889727329,89.7927940954309,93.01642980242359,481.23276687821306,1045.6424624539227,Thunderstorm,46.277325731823424,27,5.552114721063658,Moderate
Florida,17.3641123815099,12.176023937875318,89.4289456046231,159.6861630081145,1031.0672538474055,Category 3,47.00965121878889,24,11.615731065954964,Moderate
North Carolina,4.469401645830493,44.4578693935185,129.15614017894472,195.65702172840005,1032.5372009226005,Category 1,20.455903579767273,64,16.9367128923977,Severe
Illinois,29.841249579892448,57.3758916278746,32.353705195932854,76.84041196941877,968.1467218878172,None,37.871781775240194,31,0.0,Moderate
New York,0.4255529695317257,71.05240808046118,26.34657488082996,307.9180529258252,997.6417126323065,Tropical Storm,31.47798849230769,88,19.15899727099284,Severe
Illinois,39.073085354595854,35.75676220157206,38.00678922869272,298.21024731198366,1044.9325485010356,Category 3,5.61200902168267,47,4.713821074938068,Moderate
Michigan,13.70177350850798,32.692803459818705,133.7325074119306,221.1348715513246,1008.2685252070705,Hailstorm,14.240575552065494,79,7.2721425454814215,Moderate
Texas,0.8901666669154427,44.31391471801425,141.1540623986362,238.04569494216793,960.2586369764239,None,15.055267614936982,92,0.0,Moderate
Florida,14.091198799268113,55.0844822574905,85.44451564049959,311.48793789344535,1023.1819824885241,None,28.597172873242748,23,0.0,Moderate
Georgia,12.480906954469031,95.6031608264872,75.20579018557797,291.7482674821792,954.292684710505,None,27.838882191094562,80,0.0,Moderate
Florida,13.590542772154066,78.58976200276938,90.80784120189846,187.13169082420578,1024.229726700374,Category 3,44.328417297732265,41,5.58912942485906,Moderate
Ohio,22.205871142359577,48.63890502439347,92.4461474770041,442.0571926499333,1037.9772627122647,Thunderstorm,37.92174307086115,69,5.913932767632643,Moderate
Virginia,18.664554870244565,14.89295605961654,25.545705741524372,333.830261563678,992.5250140613335,Thunderstorm,41.12868790094274,77,6.307715208103624,Moderate
Ohio,-1.762257757550353,25.16685329293834,102.96163224346954,102.70316529990437,991.3612862985087,None,42.77897345332845,89,0.0,Moderate
Ohio,-6.393151004435003,51.033198188747534,67.85266535226384,159.95149675286368,980.4211377254727,None,38.46128028263906,91,0.0,Moderate
Michigan,30.117849679959726,83.24433100888338,77.60729382720677,393.9390508516268,1037.6938285103734,Category 1,15.97830053074117,35,7.3902046278207845,Moderate
New York,20.78445897605724,44.26259821096095,4.547490650273323,52.26269051004972,1004.7784604048387,Category 1,10.320622624056002,30,16.8334720274873,Severe
Georgia,9.745042244359507,58.46469856705537,114.68349487965455,375.11599936214844,1007.9259940634619,None,27.444832225010252,26,0.0,Moderate
Georgia,34.45968023739406,90.26243974765919,125.31419419018226,179.42122057289765,1016.1707390849955,Category 1,33.0992791897593,65,4.95228383601181,Moderate
Ohio,11.343216084352633,92.2416633483966,92.91323309018199,275.8455230542178,980.0230947562877,None,18.55526251023196,82,0.0,Moderate
Illinois,33.778079928033414,29.419749679842045,112.3085452944994,140.2790585864198,993.2786311350412,Category 1,40.72025519829649,91,12.499344182531882,Severe
Michigan,6.816587013180609,13.923542961333496,78.40590047581529,493.2282859102139,1024.16057622063,None,46.10719645526321,44,0.0,Moderate
Ohio,-5.993508635014014,37.48694778743634,92.75300684678334,452.9201460711521,1048.5486968538985,Thunderstorm,27.330994854592895,43,2.3573828180660605,Moderate
Texas,41.295183158996096,72.62220833432022,59.18575476948579,464.22491847212586,953.430554006453,Category 2,21.916418986378478,56,13.473498626477431,Severe
Virginia,11.700312110475522,95.60009808786398,118.78113975937688,92.38775898875834,954.2648497946567,Thunderstorm,40.45858161324086,20,15.964235054717458,Severe
New York,33.59809150671578,16.932879998570254,70.2406395396739,420.84504798088255,992.8082481982929,Category 2,1.1649382554905596,54,14.626618105913408,Severe
North Carolina,5.352927327226746,12.563542949434437,102.0319356628324,267.69855051204513,1015.9621834809614,Thunderstorm,6.192605560043907,14,21.185333682014576,Severe
Texas,25.55008116680108,89.57324916871497,93.2144067929257,353.9296001368193,988.6364624835317,Hailstorm,40.59156763230085,33,20.927098344796956,Severe
Illinois,38.03209802917505,77.33307421928271,105.34717775786247,108.75203337022322,1049.963865396518,Thunderstorm,35.13737211110364,2,2.3180746281545637,Moderate
Florida,-7.709578771301082,99.30237212400178,117.7823812687835,355.992322989608,969.5359258086136,Category 1,19.974561513807647,0,9.301711292144798,Moderate
Florida,35.68496705773491,45.71135933190879,76.90702223894927,457.13362228614807,950.7925458007428,Category 2,42.66488917077144,23,16.429086101448313,Severe
Texas,21.423315273456076,47.444581462309245,121.9598923883503,133.74069292439995,969.0129362312769,Category 3,16.86999780697858,42,22.906227076328214,Severe
Ohio,23.41094646497131,25.508065356770462,74.58858559074135,116.67992577475329,1038.68423751013,Hailstorm,30.424577177612036,26,19.5077503184202,Severe
North Carolina,18.773690044329044,20.42624373376046,143.49514842959053,52.207274236738876,964.5148992868465,Category 3,30.448054575643965,8,5.061554142277845,Moderate
California,38.09613068060033,62.084620953121416,112.90076229221914,133.4033376558305,997.897478030664,Hailstorm,8.847930845483338,87,7.421803268187887,Moderate
California,-7.61116535203994,42.78565011653493,25.671247461909623,267.89613090780625,991.9276180721448,Category 3,13.672883335874785,16,18.562658863345984,Severe
Illinois,4.356561534471647,17.228480315072055,124.43767070451469,416.35814571878024,1016.5725321291129,Category 1,43.96833228941212,91,11.84392148727154,Moderate
Ohio,38.16693963725354,89.82883625709879,82.73814912099512,139.40013132881973,955.4595586419453,Category 3,8.803912982084018,38,13.587956166509544,Severe
Georgia,31.37901363925758,27.852082142439976,147.6691436960798,310.5721945346567,1015.8750171066226,None,8.331581848685977,54,0.0,Moderate
Georgia,-9.029516190176679,77.37259123031795,107.8228565510291,239.79534958651993,985.4751643982336,Thunderstorm,23.021542739225954,67,3.3757049076920067,Moderate
New York,18.435345576533976,35.40057365063,12.658611985528662,144.2895203088858,1042.6039559082499,Category 1,4.425473675416367,92,20.687126768964845,Severe
North Carolina,19.126497439197117,83.16143476775191,59.244064141552315,255.1795405973236,1034.8887329585905,None,42.94205707124992,44,0.0,Moderate
North Carolina,12.04851743203507,20.655715728488865,77.59131040098998,83.9811981979386,989.9506248477586,Category 3,4.807158638998612,27,11.769507214952448,Moderate
Florida,6.356633263409435,78.04644491995853,125.85204047397028,319.7887799242591,1049.2891843517853,Category 1,29.594758888358133,55,15.417440025515251,Severe
Michigan,27.49486677267882,18.83069865104612,109.4018301494659,57.83136059192534,955.1943752656247,Thunderstorm,16.30952910937527,28,16.177794760586274,Severe
Illinois,1.4284755587614608,50.2224209071249,55.40401059174583,365.49026257161404,1028.8632220064192,Category 1,38.60509850260962,28,5.363619448787335,Moderate
California,33.94217091394383,76.06039155396441,98.01490312539434,88.8563391927536,993.3836524027363,Category 3,28.31091579684185,68,3.5894510547244254,Moderate
Illinois,34.16704384221095,25.589654306821053,86.53663618475689,499.0795766584359,993.3305144587586,Category 1,18.638694771813032,10,1.4754777672862565,Moderate
Georgia,12.839379066505128,35.70984899620507,18.90789134286103,411.836297380206,967.0133798145342,Hailstorm,47.225903258150915,1,21.996282015884827,Severe
Georgia,5.595140600030621,87.82902928829779,35.22880394979008,171.92015192986116,1001.4879919972261,Tropical Storm,3.1790874463454717,67,8.9514056457279,Moderate
Texas,5.613299987489226,89.66073888168815,51.16834690714715,213.10238614465615,958.4718496880085,Category 3,27.73374255507248,9,2.9741115052530698,Moderate
New York,16.526022819791557,14.04419072074536,29.322510954525438,129.5955105538442,1011.6577179000377,Thunderstorm,47.49927895411415,71,11.713399505453344,Moderate
North Carolina,29.576857361214735,25.128152681767773,22.52007687450383,383.5572805899996,974.1590440853887,Category 2,33.165726874224816,86,2.739377606962029,Moderate
Virginia,9.737778004662232,20.57247462455731,8.729665519543056,190.363484978887,1022.485804576937,Category 1,35.50894231882526,26,2.9607673145599636,Moderate
